word,neighbours,old20_mean,old20_sd,spread,uniqueness_point
saadaan,1,2.650000,0.587143,1,4
saamaan,2,2.400000,0.680557,2,4
saaneen,1,2.750000,0.550120,1,7
saaneet,1,2.850000,0.489360,1,7
saannin,0,3.200000,0.615587,0,5
saarela,0,2.950000,0.223607,0,4
saatava,0,2.600000,0.502625,0,5
saatiin,0,2.850000,0.366348,0,5
saattaa,0,2.650000,0.489360,0,6
saattoi,0,3.400000,0.680557,0,6
saatuja,0,2.900000,0.307794,0,5
safiiri,0,3.850000,0.366348,0,3
saimaan,2,2.350000,0.670820,2,4
sairaan,1,2.400000,0.598243,1,6
sairaus,0,3.250000,0.550120,0,6
saksaan,0,2.700000,0.470162,0,6
saksala,0,2.900000,0.307794,0,6
salatut,0,3.450000,0.604805,0,4
salissa,1,2.550000,0.604805,1,4
salmela,0,2.900000,0.307794,0,4
salomaa,0,2.950000,0.394034,0,5
salonen,3,2.000000,0.561951,1,5
salossa,3,2.400000,0.753937,2,5
samalla,4,2.000000,0.648886,3,7
samalle,1,2.550000,0.604805,1,7
samalta,2,2.450000,0.686333,2,6
samassa,1,2.350000,0.587143,1,6
samasta,3,2.400000,0.753937,3,6
samojen,2,2.400000,0.680557,1,4
sanalla,2,2.200000,0.615587,1,5
sanasta,1,2.450000,0.604805,1,5
sankari,0,3.450000,0.604805,0,4
sanojen,2,2.300000,0.656947,1,5
sanomat,1,3.300000,0.864505,1,5
sanonta,0,2.850000,0.366348,0,6
sanonut,0,3.000000,0.725476,0,6
sanottu,0,3.000000,0.561951,0,6
sanotun,0,3.150000,0.670820,0,6
sanovat,1,2.950000,0.686333,1,5
santeri,0,3.300000,0.571241,0,4
saralla,3,2.200000,0.695852,2,4
sarjaan,0,2.500000,0.512989,0,4
sataman,0,2.800000,0.410391,0,4
satojen,2,2.300000,0.656947,1,4
satsata,0,2.950000,0.223607,0,4
seinien,0,2.900000,0.307794,0,5
seinään,0,3.000000,0.561951,0,5
sekoita,0,3.550000,0.510418,0,4
sektori,0,3.400000,0.753937,0,4
selillä,0,2.850000,0.366348,0,5
selitys,0,3.500000,0.606977,0,5
selkeän,2,3.000000,0.858395,1,7
selkeät,2,3.400000,0.940325,1,7
selkeää,2,3.200000,1.005249,1,7
selvisi,0,3.650000,0.670820,0,6
selvitä,1,3.400000,0.820783,1,6
selviää,1,3.450000,0.887041,1,6
seniori,0,3.550000,0.686333,0,4
senttiä,0,3.100000,0.552506,0,5
sentään,0,2.900000,0.307794,0,5
seppälä,1,3.700000,0.732695,1,3
seuraan,0,2.750000,0.444262,0,6
seurasi,0,3.650000,0.670820,0,6
seurata,0,3.250000,0.716350,0,6
sidottu,0,3.550000,0.604805,0,3
siirron,0,3.300000,0.656947,0,5
siirtoa,0,3.150000,0.812728,0,6
siirtyi,2,3.050000,0.998683,1,7
siirtyy,2,2.950000,1.050063,1,7
siirtyä,3,2.700000,0.923381,2,7
siirtää,2,2.450000,0.686333,2,6
siivous,0,3.850000,0.366348,0,4
sijaita,1,2.850000,0.489360,1,5
sijalla,1,2.300000,0.571241,1,7
sijalle,1,2.550000,0.604805,1,7
sijasta,1,2.450000,0.604805,1,5
sikalan,0,3.100000,0.307794,0,4
sikojen,1,2.450000,0.604805,1,4
silloin,1,3.100000,0.788069,1,4
silmien,1,2.800000,0.523148,1,6
silmiin,1,2.750000,0.550120,1,6
silmään,0,2.750000,0.444262,0,5
simonen,2,2.350000,0.670820,2,3
sinikka,0,3.250000,0.550120,0,5
sininen,0,2.650000,0.489360,0,5
sinulla,3,2.300000,0.732695,3,7
sinulle,3,2.500000,0.760886,3,7
sinusta,1,2.500000,0.606977,1,5
sinäkin,2,3.100000,0.967906,2,5
sinänsä,0,3.500000,0.512989,0,5
sippola,0,3.550000,0.510418,0,4
sipulia,1,3.000000,0.794719,1,7
sipulit,1,3.600000,0.753937,1,7
sisälle,2,2.450000,0.686333,1,7
sisälly,2,2.900000,0.911910,1,7
sisällä,3,2.550000,0.759155,2,7
sisälsi,0,2.950000,0.887041,0,6
sisältä,2,2.950000,0.944513,2,7
sisältö,1,3.300000,0.978721,1,7
sisäovi,0,3.550000,0.604805,0,5
sitovat,0,3.250000,0.638666,0,4
sitäkin,1,3.250000,0.786398,1,4
siunaus,0,3.650000,0.489360,0,3
sivonen,1,2.350000,0.587143,1,4
sivujen,0,2.800000,0.410391,0,5
sivulla,3,2.450000,0.759155,3,7
sivulle,2,2.500000,0.688247,2,7
sivulta,1,2.600000,0.598243,1,6
sivusto,0,3.300000,0.656947,0,5
sodassa,2,2.600000,0.680557,2,6
sodasta,1,2.600000,0.598243,1,6
soittaa,2,2.350000,0.670820,1,3
sokeria,0,3.700000,0.470162,0,3
solassa,1,2.450000,0.604805,1,4
solujen,0,2.900000,0.307794,0,4
somalia,0,2.800000,0.410391,0,3
sopimus,0,3.500000,0.606977,0,5
sopinut,0,3.150000,0.745160,0,5
sopivaa,3,3.100000,1.020836,2,7
sopivan,2,3.100000,0.967906,1,7
sopivat,2,2.850000,0.933302,1,7
sopivia,1,3.400000,0.882580,1,6
sotkamo,0,4.050000,0.394034,0,3
sovellu,0,3.450000,0.510418,0,4
sovittu,0,3.250000,0.638666,0,6
sovitun,1,3.400000,0.820783,1,7
sovitut,1,3.350000,0.875094,1,7
stressi,0,3.850000,0.366348,0,2
suhonen,1,2.550000,0.604805,1,4
suhteen,1,2.450000,0.604805,1,7
suhteet,1,2.750000,0.550120,1,7
sujunut,0,3.450000,0.759155,0,5
sujuvat,0,3.400000,0.680557,0,5
summeri,0,3.700000,0.470162,0,3
suojata,0,3.100000,0.640723,0,4
suokatu,0,3.400000,0.753937,0,4
suomeen,0,2.600000,0.502625,0,4
suoraan,0,2.550000,0.510418,0,4
suosion,0,2.750000,0.444262,0,4
susanna,0,3.750000,0.444262,0,3
suunnan,0,3.150000,0.489360,0,5
suuntaa,0,2.850000,0.366348,0,5
suureen,1,2.550000,0.604805,1,6
suurena,0,3.100000,0.640723,0,6
suuriin,0,2.800000,0.410391,0,5
suurten,1,2.950000,0.759155,1,5
suuruus,0,3.600000,0.502625,0,5
suutari,0,3.200000,0.523148,0,4
suvanto,0,3.700000,0.470162,0,3
sveitsi,0,3.900000,0.307794,0,2
sydämen,0,3.850000,0.366348,0,5
sydäntä,0,3.550000,0.510418,0,5
syksynä,0,3.800000,0.523148,0,6
syksyyn,0,3.700000,0.656947,0,6
syntyvä,0,3.500000,0.606977,0,6
syntyyn,0,3.600000,0.753937,0,6
syrjälä,0,3.800000,0.410391,0,3
syvälle,1,2.950000,0.759155,1,5
syvästi,0,3.450000,0.604805,0,5
syyskuu,0,4.400000,0.502625,0,4
syyttää,1,2.750000,0.550120,1,4
syödään,2,2.650000,0.670820,1,4
syömään,2,2.650000,0.812728,1,4
syöpään,2,2.950000,0.887041,1,4
syöttää,1,2.750000,0.550120,1,4
syöviin,0,3.300000,0.470162,0,4
säiliön,0,3.600000,0.598243,0,3
säännös,2,3.550000,0.944513,2,7
säännöt,1,3.450000,0.887041,1,7
säästyy,0,3.100000,0.788069,0,6
säästää,2,2.650000,0.745160,2,6
säästöt,2,3.150000,1.039990,2,7
säästöä,2,2.950000,0.944513,2,7
säätiön,0,3.300000,0.571241,0,4
tahansa,0,3.000000,0.000000,0,4
tahojen,1,2.450000,0.604805,1,5
taholta,0,2.800000,0.410391,0,5
tahtiin,1,2.650000,0.587143,1,4
taikina,0,2.950000,0.223607,0,4
taipale,0,3.550000,0.604805,0,4
taitava,0,2.600000,0.502625,0,5
taiteen,1,2.200000,0.523148,1,5
taitoja,0,2.850000,0.366348,0,5
taivaan,0,2.800000,0.410391,0,4
tajusin,0,3.150000,0.670820,0,3
talojen,4,1.950000,0.604805,3,5
talolla,1,2.450000,0.604805,1,5
talossa,4,2.300000,0.801315,3,6
talosta,3,2.350000,0.745160,3,6
talteen,1,2.400000,0.598243,1,4
talvena,0,3.100000,0.307794,0,4
tammela,0,3.050000,0.686333,0,4
tampere,0,3.750000,0.444262,0,4
tanskan,1,2.850000,0.489360,1,5
tanssia,3,2.800000,0.894427,1,7
tanssii,3,3.300000,1.080935,1,7
tanssin,3,2.550000,0.759155,1,7
tanssit,3,3.250000,1.069924,1,7
tapaama,0,3.200000,0.615587,0,5
tapahdu,0,3.900000,0.307794,0,5
tapasin,0,2.900000,0.447214,0,5
tapiola,0,3.000000,0.000000,0,4
taponen,1,2.400000,0.598243,1,4
tarinaa,2,2.700000,0.656947,1,7
tarinan,2,2.750000,0.638666,1,7
tarinat,2,3.000000,0.794719,1,7
tarjoaa,1,2.650000,0.587143,1,6
tarjosi,0,3.350000,0.745160,0,6
tarjota,1,2.700000,0.571241,1,6
tarjous,0,3.200000,0.695852,0,6
tarkkaa,1,2.600000,0.598243,1,5
tarkoin,0,2.850000,0.366348,0,5
tarpeen,1,2.700000,0.571241,1,7
tarpeet,1,2.900000,0.447214,1,7
tarttua,2,2.800000,0.615587,1,7
tarttui,2,2.950000,0.825578,1,7
tarttuu,2,3.100000,0.852242,1,7
tarvita,0,2.850000,0.366348,0,4
tasalla,2,2.200000,0.615587,2,5
tasamaa,0,2.900000,0.307794,0,5
tasolla,3,2.500000,0.760886,3,7
tasolle,1,2.750000,0.550120,1,7
tasosta,1,2.700000,0.571241,1,5
taustaa,0,2.700000,0.470162,0,4
tautien,0,2.750000,0.444262,0,4
tavaksi,0,3.200000,0.523148,0,5
tavalla,2,2.200000,0.615587,2,5
tavaraa,2,2.800000,0.767772,1,7
tavaran,2,2.750000,0.638666,1,7
tavarat,2,3.300000,0.923381,1,7
tavoite,0,3.550000,0.510418,0,4
teemaan,0,2.700000,0.470162,0,6
teemana,0,3.650000,0.670820,0,6
teemoja,0,3.300000,0.656947,0,5
teettää,0,2.700000,0.470162,0,4
tehdään,0,2.950000,0.223607,0,4
tehneet,0,2.850000,0.366348,0,4
tehokas,0,3.650000,0.587143,0,4
tehtaan,1,2.500000,0.606977,1,7
tehtaat,1,2.950000,0.604805,1,7
tehtiin,1,2.500000,0.606977,1,5
tehtyjä,0,3.450000,0.686333,0,6
tehtyyn,0,3.200000,0.695852,0,6
tehtävä,0,3.250000,0.638666,0,5
tekemiä,1,3.100000,0.852242,1,6
tekemän,3,2.550000,0.759155,2,7
tekemät,3,2.650000,0.933302,2,7
tekemää,3,2.850000,1.039990,2,7
tekevän,2,2.500000,0.688247,2,7
tekevät,3,2.400000,0.753937,3,7
tekijän,2,2.950000,0.944513,1,7
tekijät,3,2.900000,1.020836,2,7
tekijää,2,3.000000,0.917663,1,7
tekivät,2,2.500000,0.688247,2,5
tekstin,2,2.750000,0.716350,1,7
tekstit,2,3.100000,0.852242,1,7
tekstiä,2,3.050000,0.887041,1,7
teoksen,1,3.000000,0.725476,1,7
teokset,1,3.350000,0.812728,1,7
teoksia,0,3.300000,0.656947,0,6
teoriaa,1,3.500000,0.760886,1,7
teorian,1,2.850000,0.489360,1,7
teosten,0,2.850000,0.366348,0,4
terassi,0,3.400000,0.598243,0,4
terille,2,2.500000,0.688247,2,4
terveen,0,2.850000,0.366348,0,6
terveys,0,3.800000,0.615587,0,6
terästä,0,2.900000,0.307794,0,4
testata,0,3.150000,0.587143,0,6
testaus,0,3.450000,0.686333,0,6
thaimaa,0,3.400000,0.502625,0,2
tiainen,0,2.750000,0.444262,0,5
tiaisia,0,3.400000,0.502625,0,5
tiedetä,0,3.600000,0.598243,0,5
tiedote,0,3.800000,0.523148,0,5
tiennyt,0,3.550000,0.686333,0,4
tieteen,0,2.350000,0.489360,0,5
tietoja,0,2.700000,0.470162,0,6
tietoon,0,3.150000,0.670820,0,6
tiettyä,0,2.800000,0.410391,0,5
tietyin,0,3.000000,0.561951,0,5
tiistai,0,3.200000,0.615587,0,3
tilaaja,0,3.100000,0.788069,0,5
tilalla,2,2.300000,0.656947,2,7
tilalle,2,2.600000,0.680557,2,7
tilalta,2,2.650000,0.670820,2,6
tilanne,0,3.550000,0.604805,0,5
tilassa,1,2.350000,0.587143,1,6
tilasta,2,2.400000,0.680557,2,6
tilille,1,2.600000,0.598243,1,4
tilojen,2,2.350000,0.670820,1,4
timonen,1,2.400000,0.598243,1,3
tiukkaa,0,2.950000,0.510418,0,3
todeksi,0,3.200000,0.695852,0,5
todella,0,2.850000,0.366348,0,5
todettu,0,3.300000,0.571241,0,5
todiste,0,3.400000,0.680557,0,4
tohtori,0,3.650000,0.670820,0,3
toijala,0,2.900000,0.307794,0,4
toimeen,2,2.550000,0.686333,2,5
toimien,2,2.300000,0.656947,2,6
toimiin,2,2.450000,0.686333,2,6
toimija,2,2.600000,0.680557,1,6
toimisi,0,3.150000,0.812728,0,6
toimita,2,2.600000,0.680557,1,6
toimiva,2,2.650000,0.745160,1,6
toiseen,2,2.550000,0.686333,2,6
toisena,0,2.850000,0.366348,0,6
toisiin,1,2.600000,0.598243,1,5
toistaa,1,2.350000,0.587143,1,6
toisten,1,2.450000,0.604805,1,6
toiveet,0,2.850000,0.366348,0,5
toivion,0,2.800000,0.410391,0,5
toivola,0,2.850000,0.366348,0,5
tolonen,1,2.250000,0.550120,1,3
tommila,0,3.000000,0.648886,0,3
torilla,1,2.750000,0.550120,1,7
torille,2,2.500000,0.688247,2,7
tornion,0,3.400000,0.598243,0,4
torstai,0,3.250000,0.638666,0,4
tosiaan,0,2.950000,0.223607,0,3
totesin,0,3.350000,0.587143,0,5
toteudu,0,3.850000,0.366348,0,5
totuttu,0,3.450000,0.686333,0,4
trendit,1,3.750000,0.716350,1,2
tuetaan,1,2.200000,0.523148,1,3
tuhatta,0,2.950000,0.223607,0,4
tuhoutu,0,3.750000,0.444262,0,4
tukenut,1,2.950000,0.759155,1,5
tukesin,0,2.850000,0.366348,0,5
tukevan,2,2.500000,0.688247,2,7
tukevat,2,2.400000,0.680557,2,7
tukevia,1,2.800000,0.767772,1,6
tuleeko,0,3.650000,0.489360,0,5
tulemme,0,3.550000,0.510418,0,5
tulevaa,3,2.500000,0.760886,2,7
tulevan,3,2.400000,0.753937,2,7
tulevat,4,2.500000,0.827170,3,7
tulevia,2,2.900000,0.852242,2,6
tulikin,0,3.000000,0.000000,0,5
tulityö,0,3.800000,0.410391,0,5
tulivat,1,2.750000,0.550120,1,5
tulkita,0,2.900000,0.307794,0,4
tullaan,0,2.600000,0.502625,0,5
tulleen,1,2.500000,0.606977,1,7
tulleet,1,2.750000,0.550120,1,7
tulojen,3,2.300000,0.732695,2,5
tulonen,2,2.050000,0.510418,2,5
tulossa,2,2.400000,0.680557,2,6
tulosta,2,2.400000,0.680557,2,6
tunneta,0,3.450000,0.604805,0,4
tunteen,2,2.150000,0.587143,2,7
tunteet,1,2.600000,0.598243,1,7
tunteja,0,3.000000,0.648886,0,6
tuntien,2,2.500000,0.688247,2,5
tuodaan,2,2.450000,0.686333,2,4
tuoksuu,0,3.700000,0.470162,0,4
tuomaan,3,2.250000,0.716350,2,6
tuomari,0,3.200000,0.695852,0,6
tuomion,1,2.600000,0.598243,1,5
tuoneet,3,2.450000,0.759155,2,5
tuonnin,0,2.850000,0.366348,0,5
tuoreen,3,2.250000,0.716350,3,7
tuoreet,2,2.500000,0.688247,2,7
tuorein,1,2.650000,0.587143,1,6
tuotiin,1,2.350000,0.587143,1,5
tuottaa,2,2.550000,0.686333,2,6
tuottoa,1,2.750000,0.550120,1,6
turhaan,0,2.750000,0.444262,0,4
turkuun,0,3.400000,0.598243,0,4
turunen,0,2.800000,0.410391,0,5
turussa,1,2.650000,0.587143,1,6
turusta,1,2.600000,0.598243,1,6
turvata,0,2.850000,0.366348,0,4
tutkija,0,3.300000,0.656947,0,4
tuttuja,1,2.850000,0.670820,1,6
tuttuun,0,3.250000,0.638666,0,6
tutuksi,0,3.500000,0.512989,0,5
tutustu,0,3.300000,0.656947,0,5
tuusula,0,3.350000,0.587143,0,3
tuville,0,2.800000,0.410391,0,3
tykkään,0,3.050000,0.510418,0,3
tyttöjä,0,3.650000,0.489360,0,3
tyyliin,0,2.950000,0.510418,0,4
tyystin,0,2.950000,0.510418,0,4
työaika,0,3.700000,0.571241,0,5
työajan,0,3.500000,0.688247,0,5
työasua,0,3.600000,0.598243,0,5
työkalu,0,3.850000,0.366348,0,5
työkyky,0,4.200000,0.615587,0,5
työntää,2,3.250000,1.019546,2,4
työpaja,0,3.650000,0.587143,0,4
työstää,1,3.100000,0.852242,1,4
työtään,0,2.600000,0.502625,0,4
työuran,0,3.650000,0.670820,0,6
työuria,0,3.750000,0.550120,0,6
työväen,0,3.450000,0.604805,0,4
tähtien,1,2.500000,0.606977,1,3
tällöin,0,3.350000,0.489360,0,3
tämäkin,1,3.550000,0.759155,1,3
tänäkin,1,3.250000,0.850696,1,3
tärkein,1,2.600000,0.598243,1,6
tärkeys,0,3.300000,0.864505,0,6
tärkeän,3,2.600000,0.753937,2,7
tärkeät,2,3.100000,0.967906,1,7
tärkeää,2,3.150000,1.039990,1,7
täyteen,0,2.650000,0.489360,0,5
täyttyi,1,3.100000,0.788069,1,7
täyttyy,1,3.100000,0.788069,1,7
täyttää,2,2.350000,0.670820,1,6
uhmaava,0,3.900000,0.307794,0,2
ukkonen,0,2.900000,0.307794,0,3
uksessa,0,3.100000,0.718185,0,3
ulkoasu,0,4.300000,0.571241,0,3
ulottuu,0,3.450000,0.686333,0,3
uniikki,0,3.650000,0.587143,0,4
unionin,0,3.750000,0.444262,0,4
unkarin,0,3.900000,0.307794,0,3
unohtaa,0,3.350000,0.587143,0,6
unohtuu,0,3.650000,0.670820,0,6
urakoin,0,3.800000,0.410391,0,3
urheilu,0,4.000000,0.324443,0,3
useampi,0,4.200000,0.767772,0,5
useassa,1,2.700000,0.571241,1,6
useasti,0,3.350000,0.745160,0,6
useiden,1,3.400000,0.753937,1,5
useilla,0,3.000000,0.648886,0,5
useissa,2,2.550000,0.686333,2,6
useista,1,2.650000,0.587143,1,6
uskalla,0,2.900000,0.307794,0,4
uskomme,0,3.650000,0.489360,0,5
uskonto,0,3.600000,0.680557,0,6
uskonut,0,3.100000,0.640723,0,6
uskottu,0,3.300000,0.656947,0,6
uskotun,0,3.550000,0.686333,0,6
uskovat,0,3.050000,0.510418,0,5
uudeksi,0,3.150000,0.812728,0,5
uudella,1,2.650000,0.587143,1,7
uudelle,1,2.800000,0.523148,1,7
uudessa,1,2.650000,0.587143,1,6
uudesta,1,2.800000,0.523148,1,6
uunissa,1,2.550000,0.604805,1,3
uusiksi,0,2.800000,0.410391,0,5
uusilla,1,2.600000,0.598243,1,7
uusille,1,2.800000,0.523148,1,7
uusimaa,0,3.150000,0.745160,0,5
uusinta,1,2.700000,0.656947,1,5
uusissa,2,2.300000,0.656947,2,6
uusista,2,2.400000,0.680557,2,6
uusittu,0,3.250000,0.638666,0,5
uutinen,0,2.850000,0.366348,0,5
uutiset,0,3.250000,0.716350,0,6
uutisia,0,2.800000,0.410391,0,6
vaaleja,0,3.050000,0.394034,0,5
vaalien,0,2.850000,0.366348,0,5
vaappua,0,3.750000,0.444262,0,4
vaarana,0,2.850000,0.366348,0,4
vaatisi,0,3.300000,0.656947,0,6
vaativa,0,2.800000,0.410391,0,6
vahinko,0,3.750000,0.444262,0,4
vahvana,0,2.850000,0.366348,0,5
vahvoja,1,2.700000,0.656947,1,5
vahvuus,0,3.250000,0.444262,0,5
vaihdon,0,2.950000,0.686333,0,5
vaiheen,1,2.500000,0.606977,1,7
vaiheet,1,2.750000,0.550120,1,7
vaihtaa,1,2.400000,0.598243,1,6
vaihtoa,2,2.550000,0.686333,2,7
vaihtoi,2,2.750000,0.850696,2,7
vaihtui,2,2.700000,0.656947,2,7
vaihtuu,1,2.700000,0.571241,1,7
vaikeaa,1,2.700000,0.571241,1,7
vaikean,1,2.800000,0.523148,1,7
vaikeus,0,2.850000,0.366348,0,6
vaikkei,0,3.100000,0.447214,0,5
vaikuta,0,2.950000,0.223607,0,5
vaimoni,0,3.700000,0.470162,0,4
vakavaa,2,2.700000,0.656947,2,7
vakavan,1,2.650000,0.587143,1,7
vakavia,1,2.900000,0.640723,1,6
vakiona,0,3.250000,0.444262,0,4
vakuutu,0,3.600000,0.502625,0,4
valinta,0,2.900000,0.307794,0,5
valitse,1,2.950000,0.825578,1,7
valitsi,1,2.700000,0.571241,1,7
valittu,0,2.600000,0.502625,0,6
valitun,2,2.600000,0.680557,1,7
valitus,2,2.550000,0.686333,1,7
valitut,2,2.700000,0.801315,1,7
valkama,0,2.900000,0.307794,0,4
valmiin,1,2.700000,0.571241,1,7
valmiit,1,3.250000,0.850696,1,7
valmius,0,3.100000,0.640723,0,6
valoisa,1,2.800000,0.523148,1,5
valossa,3,2.450000,0.759155,2,5
valtava,0,2.550000,0.510418,0,5
valtion,1,2.750000,0.550120,1,7
valtiot,1,3.050000,0.686333,1,7
valvoja,1,2.700000,0.571241,1,4
vammala,0,2.850000,0.366348,0,3
vanhaan,1,2.450000,0.604805,1,6
vanhala,0,2.700000,0.470162,0,6
vanhoja,0,2.800000,0.410391,0,5
vankien,0,2.950000,0.223607,0,4
vantaan,3,2.150000,0.670820,3,4
vapaana,1,2.700000,0.571241,1,6
vapaata,2,2.650000,0.670820,2,6
vapaita,1,2.750000,0.550120,1,5
varalla,3,2.300000,0.732695,3,7
varalle,1,2.700000,0.571241,1,7
varalta,1,2.400000,0.598243,1,6
varassa,0,2.500000,0.512989,0,6
varasto,1,2.600000,0.598243,1,6
varattu,0,2.750000,0.444262,0,5
varhain,0,2.850000,0.366348,0,4
variety,0,3.600000,0.502625,0,4
varjoon,0,3.050000,0.223607,0,4
varkaus,0,2.750000,0.444262,0,4
varmaan,1,2.400000,0.598243,1,5
varmoja,0,2.800000,0.410391,0,5
varojen,1,2.350000,0.587143,1,4
varteen,0,2.550000,0.510418,0,4
vastaan,1,2.250000,0.550120,1,6
vastasi,0,3.000000,0.648886,0,6
vastata,0,2.700000,0.470162,0,6
vastaus,0,2.600000,0.502625,0,6
vastine,0,3.250000,0.638666,0,5
vastoin,0,2.850000,0.366348,0,5
vastuun,1,2.550000,0.604805,1,7
vastuut,1,2.900000,0.552506,1,7
vauhtia,0,3.100000,0.640723,0,3
vedellä,0,2.700000,0.470162,0,5
vedessä,1,3.050000,0.825578,1,6
vedestä,1,2.850000,0.670820,1,6
velkoja,0,3.300000,0.571241,0,3
venäjän,1,3.350000,0.745160,1,7
venäjää,1,3.700000,0.732695,1,7
verkkoo,0,3.750000,0.444262,0,4
verojen,1,2.750000,0.550120,1,5
verotus,0,3.550000,0.686333,0,5
verrata,0,3.200000,0.523148,0,4
version,0,3.450000,0.510418,0,4
vesillä,0,2.800000,0.615587,0,3
vetänyt,0,3.750000,0.638666,0,5
vetävät,0,2.950000,0.604805,0,5
viedään,1,2.900000,0.447214,1,4
vieläpä,0,3.700000,0.470162,0,4
viemään,1,2.850000,0.489360,1,4
viennin,0,2.800000,0.410391,0,5
vientiä,1,2.650000,0.587143,1,5
vieraan,1,2.800000,0.523148,1,7
vieraat,1,3.350000,0.745160,1,7
viereen,0,2.550000,0.510418,0,5
vierola,0,3.300000,0.571241,0,5
viestin,2,2.550000,0.686333,1,7
viestit,2,3.150000,0.933302,1,7
viestiä,3,2.750000,0.910465,2,7
vietiin,0,2.700000,0.470162,0,5
viettää,0,2.400000,0.502625,0,5
vihdoin,0,3.350000,0.587143,0,4
vihreän,2,3.100000,0.911910,1,7
vihreät,2,3.500000,0.945905,1,7
vihreää,2,3.400000,0.940325,1,7
viihtyy,1,3.150000,0.812728,1,4
viikkoa,0,2.750000,0.444262,0,4
viimein,0,2.950000,0.223607,0,4
viinejä,0,3.600000,0.502625,0,4
viisaus,0,3.450000,0.510418,0,4
viitala,0,2.750000,0.444262,0,5
viiteen,0,2.550000,0.510418,0,5
viittaa,1,2.500000,0.606977,1,5
viljely,0,4.000000,0.000000,0,3
vinkkaa,0,2.800000,0.410391,0,3
virasta,2,2.400000,0.680557,2,7
virasto,2,3.000000,0.858395,2,7
virheet,0,3.200000,0.695852,0,4
virkaan,0,2.850000,0.366348,0,4
virossa,1,2.750000,0.550120,1,6
virosta,2,2.650000,0.670820,2,6
vitikka,0,3.500000,0.688247,0,3
voidaan,1,2.850000,0.489360,1,4
voimaan,2,2.650000,0.670820,2,6
voimala,0,2.750000,0.444262,0,6
voineet,0,2.800000,0.410391,0,4
voisiko,0,3.700000,0.571241,0,4
voitava,1,2.500000,0.606977,1,5
voitiin,0,2.800000,0.410391,0,5
voittaa,4,2.200000,0.767772,3,6
voittoa,1,2.650000,0.587143,1,6
vuokraa,1,3.100000,0.718185,1,7
vuokrat,1,3.650000,0.745160,1,7
vuorela,0,2.950000,0.394034,0,4
vuosien,1,2.650000,0.587143,1,6
vuosiin,1,2.650000,0.587143,1,6
vuosina,0,3.300000,0.732695,0,6
vuoteen,0,2.350000,0.489360,0,6
vuotena,0,2.900000,0.552506,0,6
väestön,0,3.450000,0.686333,0,3
vähenee,0,3.550000,0.510418,0,4
vähiten,0,3.150000,0.670820,0,4
väittää,1,2.200000,0.523148,1,3
väkisin,0,3.000000,0.648886,0,3
välille,1,2.750000,0.550120,1,7
välillä,2,2.500000,0.688247,2,7
väliltä,2,2.650000,0.670820,2,6
välinen,1,2.650000,0.587143,1,5
välisen,2,2.450000,0.686333,2,7
väliset,1,2.750000,0.638666,1,7
välisiä,2,2.550000,0.686333,1,6
välissä,2,2.500000,0.688247,1,6
välistä,3,2.450000,0.759155,2,6
välitön,0,2.750000,0.444262,0,5
välttyä,1,2.850000,0.489360,1,6
välttää,2,2.550000,0.686333,2,6
värikäs,0,4.000000,0.000000,0,3
väsymys,0,4.050000,0.759155,0,3
väärään,1,3.250000,0.786398,1,3
yhdeksi,0,3.250000,0.786398,0,5
yhdelle,1,2.750000,0.550120,1,7
yhdellä,2,2.600000,0.680557,2,7
yhdeltä,2,2.950000,0.887041,2,6
yhdessä,1,2.950000,0.887041,1,6
yhdestä,2,2.750000,0.786398,2,6
yhteisö,0,3.750000,0.444262,0,4
yhtyeen,0,3.650000,0.489360,0,4
ykkönen,1,3.100000,0.718185,1,5
ykkösen,1,3.700000,0.732695,1,5
yksikkö,0,3.600000,0.680557,0,6
yksikön,2,3.450000,1.050063,2,7
yksiköt,2,3.850000,1.308877,2,7
yksilön,2,3.400000,0.994723,2,7
yksilöt,2,3.800000,1.196486,2,7
yleensä,0,3.450000,0.510418,0,4
yleinen,1,2.650000,0.587143,1,5
yleisen,4,2.400000,0.820783,3,7
yleiset,1,2.900000,0.911910,1,7
yleisin,3,2.600000,0.882580,2,7
yleisiä,3,2.600000,0.820783,2,7
yleistä,2,2.500000,0.688247,1,6
yleisön,3,2.900000,1.119210,2,7
yleisöä,3,2.950000,1.099043,2,7
ylemmän,1,3.150000,0.812728,1,5
ylempää,0,3.400000,0.680557,0,5
ylimmän,1,3.600000,0.753937,1,4
ylitalo,0,3.700000,0.571241,0,5
ylittää,1,2.550000,0.604805,1,5
yllätti,0,3.700000,0.571241,0,6
yllätys,0,4.100000,0.718185,0,6
ylpeitä,0,3.350000,0.587143,0,3
ymmärrä,0,4.750000,0.444262,0,2
yrittää,1,2.550000,0.604805,1,3
yrttejä,0,3.900000,0.307794,0,3
ystäviä,1,3.450000,0.887041,1,6
ystävän,2,3.150000,0.988087,1,7
ystävät,3,2.850000,1.039990,2,7
ystävää,3,3.200000,1.105013,2,7
äidille,0,2.950000,0.223607,0,3
äimänen,0,3.050000,0.604805,0,3
äitinsä,0,3.550000,0.510418,0,3
ärhäkät,0,4.550000,0.510418,0,2
äänellä,2,2.400000,0.680557,2,5
äänensä,0,3.000000,0.648886,0,5
äänestä,1,2.650000,0.587143,1,5
äärelle,1,2.650000,0.587143,1,7
äärellä,2,2.500000,0.688247,2,7
ääressä,0,3.000000,0.648886,0,5
